Provincia	Código INE	Nombre del Municipio	Nº de conatos	Nº de incendios	Total conatos + incendios	Superficie arbolada (ha)	Superficie desarbola (ha)	Superficie forestal total (ha)	Superficie total del Municipio 	
	13057	Montiel	3	11	14	2.04	141.3	143.34	27,107.98	
	13058	Moral de Calatrava	7	26	33	0	529.99	529.99	18,806.20	
	13059	Navalpino	1	6	7	0	119.23	119.23	19,626.55	
	13060	Navas de Estena	14	21	35	313.31	248.48	561.79	14,648.47	
	13061	Pedro Muñoz	4	9	13	0	10.37	10.37	10,122.96	
	13062	Picón	1	0	1	0	0.01	0.01	5,952.94	
	13063	Piedrabuena	15	72	87	166.61	684.6	851.21	56,508.43	
	13064	Poblete	0	2	2	3	5	8	2,779.73	
	13065	Porzuna	3	6	9	0	15.66	15.66	21,178.88	
	13066	Pozuelo de Calatrava	0	11	11	0.9	46.15	47.05	9,960.30	
	13067	Los Pozuelos de Calatrava	0	8	8	0	10.52	10.52	8,395.10	
	13068	Puebla de Don Rodrigo	8	22	30	3.28	3.77	7.05	42,474.78	
	13069	Puebla del Príncipe	0	0	0	0	6.1	6.1	3,394.81	
	13070	Puerto Lápice	0	5	5	0.47	28.68	29.15	5,480.58	
	13071	Puertollano	57	165	222	551.59	1948.19	2499.78	22,660.91	
	13072	Retuerta del Bullaque	21	36	57	5.09	129.63	134.72	65,356.41	
	13073	Saceruela	1	13	14	188.11	405.98	594.09	24,720.07	
	13074	San Carlos del Valle	1	2	3	0	4.3	4.3	5,783.41	
	13075	San Lorenzo de Calatrava	0	9	9	38	140.55	178.55	10,566.20	
	13076	Santa Cruz de los Cáñamos	1	0	1	0	6.7	6.7	1,770.33	
	13077	Santa Cruz de Mudela	2	12	14	19	50.48	69.48	13,449.79	
	13078	Socuéllamos	3	21	24	0	115.07	115.07	37,379.96	
	13079	La Solana	5	13	18	0	48.68	48.68	13,406.99	
	13080	Solana del Pino	6	10	16	0.02	30.74	30.76	17,997.64	
	13081	Terrinches	0	4	4	0	29.67	29.67	5,547.87	
	13082	Tomelloso	4	13	17	11	20.52	31.52	24,162.90	
	13083	Torralba de Calatrava	2	0	2	0	0.25	0.25	10,151.33	
	13084	Torre de Juan Abad	0	18	18	1	141.71	142.71	39,941.66	
	13085	Torrenueva	2	13	15	0	119.6	119.6	14,204.05	
	13086	Valdemanco del Esteras	3	6	9	0.2	8.25	8.45	14,241.66	
	13087	Valdepeñas	10	43	53	6.2	299.8	306	48,727.18	
	13088	Valenzuela de Calatrava	1	4	5	0	6.77	6.77	4,404.88	
	13089	Villahermosa	0	4	4	0	24.69	24.69	36,272.94	
	13090	Villamanrique	3	7	10	0	55.6	55.6	36,970.45	
	13091	Villamayor de Calatrava	2	7	9	0	34.64	34.64	14,472.77	
	13092	Villanueva de la Fuente	2	8	10	0.6	8.62	9.22	12,899.84	
	13093	Villanueva de los Infantes	2	1	3	0	6.27	6.27	13,495.48	
	13094	Villanueva de San Carlos	1	12	13	0	772.18	772.18	10,917.88	
	13095	Villar del Pozo	0	1	1	0	2.2	2.2	1,322.37	
	13096	Villarrubia de los Ojos	8	45	53	0.5	346.99	347.49	28,164.75	
	13097	Villarta de San Juan	5	14	19	4	94.35	98.35	6,595.94	
	13098	Viso del Marqués	7	42	49	32.6	176.58	209.18	53,279.29	
	13901	El Robledo	2	6	8	0.05	4.25	4.3	10,544.56	
	13902	Ruidera	3	21	24	4	14.83	18.83	3,917.18	
	13903	Arenales de San Gregorio	0	0	0	0	0	0	3,116.56	
	13904	Llanos del Caudillo	0	0	0	0	0	0	2,043.59	
Total Ciudad Real									1,980,111.00	
Cordoba	14001	Adamuz	6	16	22	0.4	30.7	31.1	33,472.35	
	14002	Aguilar de la Frontera	3	17	20	0.92	10.97	11.89	16,643.55	
	14003	Alcaracejos	0	7	7	26.33	87.8	114.13	17,560.39	
	14004	Almedinilla	2	12	14	0.52	12.07	12.59	5,548.49	
	14005	Almodóvar del Río	4	31	35	1.63	67.43	69.06	17,252.12	
	14006	Añora	1	8	9	23.07	78.67	101.74	11,255.61	
	14007	Baena	6	24	30	1.16	105.17	106.33	36,234.13	
	14008	Belalcázar	1	16	17	0	605.7	605.7	35,600.87	
	14009	Belmez	1	32	33	29.78	496.98	526.76	20,740.60	
	14010	Benamejí	3	7	10	0.37	51.71	52.08	5,332.81	
	14011	Los Blázquez	1	2	3	0	12.92	12.92	10,277.62	
	14012	Bujalance	1	0	1	0	0.48	0.48	12,475.70	
	14013	Cabra	7	60	67	0.32	75.63	75.95	22,900.07	
	14014	Cañete de las Torres	0	0	0	0	0	0	10,347.24	
	14015	Carcabuey	2	19	21	0.11	51.76	51.87	7,969.97	
	14016	Cardeña	4	21	25	1.7	39.61	41.31	51,263.17	
	14017	La Carlota	0	0	0	0	0	0	7,896.16	
	14018	El Carpio	0	5	5	0.1	5.15	5.25	4,666.65	
	14019	Castro del Río	0	3	3	0	3.06	3.06	21,983.50	
	14020	Conquista	0	3	3	0	27.45	27.45	3,853.36	
	14021	Córdoba	28	252	280	58.59	463.61	522.2	125,491.46	
	14022	Doña Mencía	1	9	10	0	37.65	37.65	1,519.02	
	14023	Dos Torres	0	3	3	0	17.17	17.17	12,907.06	
	14024	Encinas Reales	0	4	4	0.14	4.66	4.8	3,420.26	
	14025	Espejo	0	2	2	0	2.04	2.04	5,661.78	
	14026	Espiel	3	44	47	47.53	639.17	686.7	43,726.60	
	14027	Fernán-Néñez	0	0	0	0	0	0	2,979.12	
	14028	Fuente la Lancha	0	0	0	0	0	0	783.04	
	14029	Fuente Obejuna	0	34	34	29	435.79	464.79	59,160.62	
	14030	Fuente Palmera	0	6	6	1	9.03	10.03	7,473.12	
	14031	Fuente-Tójar	1	14	15	0.1	18.85	18.95	2,365.10	
	14032	La Granjuela	0	3	3	0	18.69	18.69	5,616.03	
	14033	Guadalcázar	1	3	4	0	2.36	2.36	7,236.33	
	14034	El Guijo	2	0	2	0	5.82	5.82	6,726.47	
	14035	Hinojosa del Duque	2	25	27	35.74	596.03	631.77	53,151.54	
	14036	Hornachuelos	9	65	74	23.17	78.39	101.56	90,941.26	
	14037	Iznájar	6	12	18	0.02	31.93	31.95	13,629.29	
	14038	Lucena	2	34	36	3.84	47.02	50.86	35,098.38	
	14039	Luque	4	17	21	0	89.96	89.96	14,068.79	
	14040	Montalbán de Córdoba	0	0	0	0	0	0	3,364.99	
	14041	Montemayor	1	0	1	0	0.8	0.8	5,796.61	
	14042	Montilla	1	7	8	0	7.52	7.52	16,845.92	
	14043	Montoro	9	31	40	2.29	40.72	43.01	58,583.91	
	14044	Monturque	3	0	3	0.07	0.81	0.88	3,281.89	
	14045	Moriles	0	0	0	0	0	0	1,953.84	
	14046	Nueva Carteya	6	0	6	0.01	0.94	0.95	6,915.64	
	14047	Obejo	11	38	49	418.96	3105.54	3524.5	21,460.59	
	14048	Palenciana	1	2	3	0	5.16	5.16	1,612.77	
	14049	Palma del Río	3	11	14	0.3	26.09	26.39	20,022.61	
	14050	Pedro Abad	0	2	2	0.55	5.47	6.02	2,344.80	
	14051	Pedroche	0	1	1	0	2.02	2.02	12,161.88	
	14052	Peñarroya-Pueblonuevo	0	18	18	0	229.76	229.76	6,488.51	
	14053	Posadas	4	19	23	1.06	14.73	15.79	16,028.13	
	14054	Pozoblanco	1	15	16	0.33	189.33	189.66	32,985.69	
	14055	Priego de Córdoba	9	48	57	40.15	89.08	129.23	28,812.12	
	14056	Puente Genil	6	23	29	0.8	51.82	52.62	17,101.26	
	14057	La Rambla	0	0	0	0	0	0	13,550.89	
	14058	Rute	3	26	29	11.65	84.65	96.3	13,234.33	
	14059	San Sebastián de los Ballesteros	0	0	0	0	0	0	1,057.69	
	14060	Santaella	3	4	7	0.4	10.75	11.15	27,158.37	
	14061	Santa Eufemia	0	5	5	0	115.19	115.19	18,731.70	
	14062	Torrecampo	0	3	3	0	30.47	30.47	19,648.33	
	14063	Valenzuela	0	1	1	0	2.88	2.88	1,929.06	
	14064	Valsequillo	0	5	5	2.59	146.53	149.12	12,184.90	
	14065	La Victoria	0	0	0	0	0	0	1,934.31	
	14066	Villa del Río	2	0	2	0	0.09	0.09	2,205.87	
	14067	Villafranca de Córdoba	4	11	15	0	8.72	8.72	5,844.72	
	14068	Villaharta	0	5	5	6.35	101.45	107.8	1,196.16	
	14069	Villanueva de Córdoba	2	15	17	0	87.83	87.83	42,938.58	
	14070	Villanueva del Duque	0	10	10	0.3	12.97	13.27	13,763.28	
	14071	Villanueva del Rey	1	13	14	3.53	56.37	59.9	21,581.53	
	14072	Villaralto	1	0	1	0	0.07	0.07	2,406.43	
	14073	Villaviciosa de Córdoba	9	54	63	131.55	301.73	433.28	46,872.56	
	14074	El Viso	0	8	8	9.13	281.91	291.04	25,440.05	
	14075	Zuheros	4	0	4	0	0.83	0.83	4,229.34	
Total Cordoba									1,376,898.90	
Cuenca	16001	Abia de la Obispalía	2	11	13	24.25	8.54	32.79	6,303.01	
	16002	El Acebrón	2	0	2	0.01	0.46	0.47	2,209.06	
	16003	Alarcón	1	13	14	265.73	10.95	276.68	11,988.23	
	16004	Albaladejo del Cuende	3	1	4	0.28	2.67	2.95	5,515.09	
	16005	Albalate de las Nogueras	3	0	3	0.24	0.16	0.4	4,007.95	
	16006	Albendea	8	0	8	0.45	0.28	0.73	3,816.91	
	16007	La Alberca de Záncara	3	7	10	0.18	10.87	11.05	10,078.37	
	16008	Alcalá de la Vega	2	9	11	8.75	4.24	12.99	6,922.39	
	16009	Alcantud	10	0	10	0.64	0.25	0.89	5,758.99	
	16010	Alcázar del Rey	3	3	6	6.75	1.34	8.09	4,646.23	
	16011	Alcohujate	2	2	4	0.48	1.31	1.79	2,727.18	
	16012	Alconchel de la Estrella	0	5	5	3.02	4.5	7.52	4,290.88	
	16013	Algarra	1	9	10	2.32	1.22	3.54	4,189.76	
	16014	Aliaguilla	4	24	28	2.74	0.93	3.67	10,377.39	
	16015	La Almarcha	8	9	17	0.15	42.27	42.42	6,431.20	
	16016	Almendros	2	2	4	1.6	0.84	2.44	6,306.37	
	16017	Almodàvar del Pinar	3	14	17	36.67	12.79	49.46	9,497.35	
	16018	Almonacid del Marquesado	1	3	4	1	10.26	11.26	4,711.57	
	16019	Altarejos	4	7	11	6.93	12.33	19.26	9,125.39	
	16020	Arandilla del Arroyo	1	2	3	4.43	0.02	4.45	1,946.23	
	16022	Arcos de la Sierra	7	0	7	0.03	0.55	0.58	4,047.77	
	16023	Chillaràn de Cuenca	4	13	17	0.01	15.91	15.92	3,938.07	
	16024	Arguisuelas	2	12	14	1.58	1.23	2.81	4,957.99	
	16025	Arrancacepas	1	0	1	0	0.1	0.1	1,854.42	
	16026	Atalaya del Cañavate	2	0	2	0.4	0.63	1.03	4,632.97	
	16027	Barajas de Melo	5	15	20	0.59	13.26	13.85	13,655.46	
	16029	Barchín del Hoyo	1	4	5	81.28	0.55	81.83	6,521.33	
	16030	Bascuñana de San Pedro	5	0	5	1.03	0.47	1.5	1,960.57	
	16031	Beamud	2	0	2	0.04	0.03	0.07	2,384.37	
	16032	Belinchàn	2	4	6	2.94	1.52	4.46	7,976.27	
	16033	Belmonte	3	11	14	11.8	11.42	23.22	9,285.78	
	16034	Belmontejo	3	8	11	2.03	9.36	11.39	5,219.62	
	16035	Beteta	10	21	31	0.79	4.69	5.48	11,528.18	
	16036	Boniches	5	12	17	6.72	0.54	7.26	5,300.02	
	16038	Buciegas	4	1	5	0	5.27	5.27	899.92	
	16039	Buenache de Alarcón	3	1	4	1.5	0.4	1.9	6,411.40	
	16040	Buenache de la Sierra	0	9	9	174.36	0.87	175.23	5,744.17	
	16041	Buendía	4	17	21	767.11	1420.45	2187.56	8,843.35	
	16042	Campillo de Altobuey	5	10	15	13.24	122.38	135.62	17,231.89	
	16043	Campillos-Paravientos	11	0	11	0.8	0.34	1.14	5,432.03	
	16044	Campillos-Sierra	4	0	4	0.21	0.01	0.22	3,800.81	
	16045	Canalejas del Arroyo	4	1	5	4.25	2.54	6.79	6,090.18	
	16046	Cañada del Hoyo	4	16	20	344.04	25.59	369.63	9,031.57	
	16047	Cañada Juncosa	2	6	8	62.4	0.42	62.82	4,268.66	
	16048	Cañamares	10	0	10	0.07	1.17	1.24	4,049.02	
	16049	El Cañavate	1	7	8	0.33	0.91	1.24	3,607.80	
	16050	Cañaveras	0	7	7	0.62	1.78	2.4	7,357.35	
	16051	Cañaveruelas	0	3	3	0.02	4.08	4.1	3,354.66	
	16052	Cañete	3	16	19	23.24	89.37	112.61	8,691.95	
	16053	Cañizares	3	18	21	209.11	6.61	215.72	7,628.33	
	16055	Carboneras de Guadazaón	8	0	8	0.02	0.58	0.6	10,059.98	
	16056	Cardenete	2	20	22	19.58	3.32	22.9	9,745.78	
	16057	Carrascosa	7	19	26	5.59	0.65	6.24	7,141.78	
	16058	Carrascosa de Haro	4	0	4	0	0.32	0.32	2,903.12	
	16060	Casas de Benítez	2	4	6	87.53	9.16	96.69	4,672.96	
	16061	Casas de Fernando Alonso	1	3	4	1.1	1.57	2.67	3,025.62	
	16062	Casas de Garcimolina	4	0	4	0.11	0.45	0.56	3,867.21	
	16063	Casas de Guijarro	1	0	1	0.01	0	0.01	819.68	
	16064	Casas de Haro	4	0	4	0.37	0.33	0.7	11,079.49	
	16065	Casas de los Pinos	0	0	0	0.6	0.4	1	6,816.00	
	16066	Casasimarro	0	4	4	0.75	0.36	1.11	4,958.48	
	16067	Castejón	3	8	11	12.69	6.54	19.23	4,358.56	
	16068	Castillejo de Iniesta	2	0	2	0	0.03	0.03	2,768.77	
	16070	Castillejo-Sierra	1	6	7	0.31	1.28	1.59	3,025.05	
	16071	Castillo-Albaráñez	3	2	5	0.71	7.98	8.69	1,242.25	
	16072	Castillo de Garcimuñoz	2	4	6	0.2	3.96	4.16	8,215.37	
	16073	Cervera del Llano	2	3	5	0.94	3.52	4.46	5,544.53	
	16074	La Cierva	1	11	12	1.84	0.01	1.85	7,144.17	
	16078	Cuenca	43	181	224	1718.2	56.04	1774.24	91,047.83	
	16079	Cueva del Hierro	7	0	7	0.44	0.89	1.33	2,818.47	
	16081	Chumillas	0	3	3	3.16	8.2	11.36	4,022.00	
	16082	Enguídanos	12	37	49	4.6	17.88	22.48	16,527.03	
	16083	Fresneda de Altarejos	0	4	4	385.15	0.64	385.79	5,985.58	
	16084	Fresneda de la Sierra	2	9	11	0.31	0.9	1.21	3,204.56	
	16085	La Frontera	5	0	5	0	1.3	1.3	3,454.46	
	16086	Fuente de Pedro Naharro	4	0	4	0	0.96	0.96	6,366.59	
	16087	Fuentelespino de Haro	0	1	1	0	1	1	3,340.95	
	16088	Fuentelespino de Moya	5	1	6	1.77	8.48	10.25	6,569.24	
	16089	Fuentes	0	3	3	0	3.45	3.45	10,753.47	
	16091	Fuertescusa	3	10	13	6.5	0	6.5	6,468.07	
	16092	Gabaldón	1	7	8	131.75	9.24	140.99	8,405.26	
	16093	Garaballa	5	0	5	0.3	0.17	0.47	7,185.43	
	16094	Gascueña	0	4	4	0.2	3.63	3.83	5,177.18	
	16095	Graja de Campalbo	3	1	4	2.28	0.02	2.3	2,228.95	
	16096	Graja de Iniesta	12	1	13	0.06	4.42	4.48	2,820.87	
	16097	Henarejos	8	1	9	0.55	3.95	4.5	14,584.16	
	16098	El Herrumblar	3	6	9	2.56	1.71	4.27	4,607.65	
	16099	La Hinojosa	2	2	4	0.3	2.3	2.6	4,208.32	
	16100	Los Hinojosos	8	0	8	0.45	1.58	2.03	11,385.20	
	16101	El Hito	0	0	0	0	0	0	4,118.69	
	16102	Honrubia	2	9	11	13.22	2.11	15.33	11,026.08	
	16103	Hontanaya	0	1	1	0	7	7	5,358.30	
	16104	Hontecillas	2	4	6	14.9	0.44	15.34	3,467.91	
	16106	Horcajo de Santiago	12	13	25	6.37	33.45	39.82	9,594.94	
	16107	Huélamo	8	0	8	0.51	0.04	0.55	7,879.93	
	16108	Huelves	1	8	9	53.35	6.23	59.58	3,940.41	
	16109	Huérguina	0	3	3	6.84	0	6.84	2,799.41	
	16110	Huerta de la Obispalía	2	6	8	0.55	16.6	17.15	4,185.40	
	16111	Huerta del Marquesado	9	1	10	1.67	3.11	4.78	3,567.49	
	16112	Huete	11	40	51	34.5	85.86	120.36	37,727.40	
	16113	Iniesta	6	14	20	0.87	7.41	8.28	23,218.05	
	16115	Laguna del Marquesado	3	8	11	0.06	5.67	5.73	3,789.51	
	16116	Lagunaseca	3	0	3	0.03	0.01	0.04	3,475.22	
	16117	Landete	5	19	24	7.98	6.15	14.13	7,931.99	
	16118	Ledaña	1	0	1	0	0.01	0.01	6,544.51	
	16119	Leganiel	0	5	5	4.5	13.14	17.64	4,506.70	
	16121	Las Majadas	3	16	19	705.85	0.33	706.18	8,719.97	
	16122	Mariana	16	0	16	1.01	0.53	1.54	3,993.65	
	16123	Masegosa	0	3	3	0	1.78	1.78	3,314.12	
	16124	Las Mesas	3	11	14	0.54	16.26	16.8	8,713.81	
	16125	Minglanilla	16	29	45	23.05	34.97	58.02	10,959.61	
	16126	Mira	18	30	48	94.62	20.48	115.1	21,278.06	
	16128	Monreal del Llano	0	4	4	0	25.62	25.62	3,899.20	
	16129	Montalbanejo	3	0	3	0.05	0.7	0.75	5,928.44	
	16130	Montalbo	0	0	0	0	3	3	7,390.75	
	16131	Monteagudo de las Salinas	6	19	25	7.68	0.1	7.78	13,125.57	
	16132	Mota de Altarejos	0	0	0	0	0	0	1,693.88	
	16133	Mota del Cuervo	4	17	21	4.71	49.36	54.07	17,603.26	
	16134	Motilla del Palancar	2	6	8	0.32	15.54	15.86	7,385.08	
	16135	Moya	8	9	17	0.88	6.51	7.39	9,170.36	
	16137	Narboneta	5	0	5	0.4	1.74	2.14	3,493.52	
	16139	Olivares de Jécar	3	11	14	1.15	4.28	5.43	4,996.46	
	16140	Olmeda de la Cuesta	2	0	2	0	0.24	0.24	2,320.97	
	16141	Olmeda del Rey	5	0	5	0.17	0.15	0.32	7,452.51	
	16142	Olmedilla de Alarcón	1	9	10	6.14	1.74	7.88	3,828.29	
	16143	Olmedilla de Eliz	0	1	1	1	1	2	1,329.99	
	16145	Osa de la Vega	0	8	8	0	7.31	7.31	5,329.66	
	16146	Pajarón	7	0	7	0.29	0.08	0.37	5,258.23	
	16147	Pajaroncillo	6	0	6	0.34	0.54	0.88	5,688.39	
	16148	Palomares del Campo	0	3	3	6.89	0.9	7.79	6,093.86	
	16149	Palomera	1	5	6	1.07	0.12	1.19	5,003.26	
	16150	Paracuellos	0	4	4	1.21	0	1.21	12,341.18	
	16151	Paredes	2	1	3	0.04	2.22	2.26	1,934.69	
	16152	La Parra de las Vegas	3	0	3	0.94	0	0.94	6,146.92	
	16153	El Pedernoso	6	17	23	9.83	31.23	41.06	5,636.48	
	16154	Las Pedroñeras	7	30	37	16.11	87.61	103.72	22,450.10	
	16155	El Peral	9	1	10	0.05	1.95	2	8,579.33	
	16156	La Peraleja	4	16	20	1.07	16.94	18.01	3,490.86	
	16157	La Pesquera	5	5	10	188.49	0.42	188.91	7,226.78	
	16158	El Picazo	3	10	13	4.65	2.09	6.74	2,488.69	
	16159	Pinarejo	0	2	2	0	3.61	3.61	6,177.57	
	16160	Pineda de Gigüela	3	4	7	0.2	51.77	51.97	2,905.46	
	16161	Piqueras del Castillo	1	3	4	0.15	1.42	1.57	4,582.68	
	16162	Portalrubio de Guadamejud	2	3	5	1	6.71	7.71	2,095.73	
	16163	Portilla	5	0	5	0.14	0.03	0.17	3,289.20	
	16165	Poyatos	0	8	8	577.74	0.17	577.91	4,425.25	
	16166	Pozoamargo	1	2	3	0.05	1.11	1.16	5,334.16	
	16167	Pozorrubio de Santiago	3	0	3	0.05	0.5	0.55	4,466.60	
	16169	El Pozuelo	1	18	19	1.18	0.85	2.03	4,123.24	
	16170	Priego	5	20	25	4.86	3.89	8.75	8,028.12	
	16171	El Provencio	10	22	32	6.05	117.55	123.6	10,107.53	
	16172	Puebla de Almenara	1	1	2	6	0.24	6.24	3,763.94	
	16173	El Valle de Altomira	2	4	6	835.09	307.21	1142.3	14,729.13	
	16174	Puebla del Salvador	4	2	6	16.9	0.66	17.56	4,806.67	
	16175	Quintanar del Rey	9	7	16	2.94	1.48	4.42	7,986.93	
	16176	Rada de Haro	0	2	2	0.5	1.51	2.01	3,207.82	
	16177	Reíllo	4	5	9	192.9	1.16	194.06	8,165.13	
	16181	Rozalén del Monte	2	0	2	0.01	0.5	0.51	3,060.31	
	16185	Saceda-Trasierra	0	3	3	15.85	11.82	27.67	3,089.65	
	16186	Saelices	0	8	8	165.57	19.21	184.78	8,055.39	
	16187	Salinas del Manzano	2	6	8	53.96	0.5	54.46	3,363.15	
	16188	Salmeroncillos	7	0	7	0.88	0.91	1.79	2,066.23	
	16189	Salvacañete	9	1	10	9.45	1.01	10.46	12,023.49	
	16190	San Clemente	1	20	21	1.57	24.24	25.81	27,731.26	
	16191	San Lorenzo de la Parrilla	0	8	8	6.35	11.53	17.88	5,984.72	
	16192	San Martín de Boniches	1	7	8	1.9	3.35	5.25	6,973.94	
	16193	San Pedro Palmiches	5	0	5	0.23	0.33	0.56	1,983.41	
	16194	Santa Cruz de Moya	0	11	11	102.47	198.25	300.72	11,072.08	
	16195	Santa María del Campo Rus	4	5	9	5.86	3.67	9.53	9,356.78	
	16196	Santa María de los Llanos	2	9	11	6.87	11.46	18.33	4,252.90	
	16197	Santa María del Val	1	7	8	1.82	0.68	2.5	4,627.67	
	16198	Sisante	3	10	13	7.02	7.2	14.22	13,426.46	
	16199	Solera de Gabaldón	7	0	7	3.11	0.18	3.29	5,045.80	
	16202	Talayuelas	13	16	29	2.43	2.04	4.47	10,656.02	
	16203	Tarancón	5	27	32	11.37	61.53	72.9	10,675.32	
	16204	Tébar	0	8	8	68.5	6.7	75.2	9,895.75	
	16205	Tejadillos	5	0	5	0.55	0	0.55	6,325.36	
	16206	Tinajas	4	5	9	1.13	13.9	15.03	4,685.97	
	16209	Torralba	0	4	4	1.13	0.96	2.09	5,544.68	
	16211	Torrejoncillo del Rey	3	22	25	21.17	139.76	160.93	20,130.39	
	16212	Torrubia del Campo	1	2	3	2.61	5.5	8.11	5,331.83	
	16213	Torrubia del Castillo	1	0	1	0	0.6	0.6	1,745.49	
	16215	Tragacete	3	9	12	0.98	2.25	3.23	6,135.90	
	16216	Tresjuncos	1	0	1	0	0.1	0.1	7,023.60	
	16217	Tribaldos	2	2	4	0.11	4.67	4.78	2,131.52	
	16218	Uclés	3	16	19	92.41	18.13	110.54	6,456.04	
	16219	Uña	6	0	6	0.38	0.01	0.39	2,323.49	
	16224	Valdemeca	3	5	8	0.71	1.93	2.64	6,976.61	
	16225	Valdemorillo de la Sierra	1	8	9	2.19	0	2.19	7,023.45	
	16227	Valdemoro-Sierra	2	8	10	1.75	4.53	6.28	10,773.55	
	16228	Valdeolivas	2	0	2	0	0.62	0.62	4,601.15	
	16231	Valhermoso de la Fuente	4	1	5	0.02	1.02	1.04	3,210.53	
	16234	Valsalobre	1	0	1	0.09	0	0.09	3,805.81	
	16236	Valverde de Júcar	2	9	11	1.64	1.37	3.01	5,617.61	
	16237	Valverdejo	0	2	2	7.89	0.23	8.12	3,245.26	
	16238	Vara de Rey	4	8	12	21.43	11.52	32.95	12,778.85	
	16239	Vega del Codorno	2	0	2	335.73	0	335.73	3,252.15	
	16240	Vellisca	0	4	4	0	12.84	12.84	4,294.58	
	16242	Villaconejos de Trabaque	3	2	5	0.01	14.29	14.3	3,183.28	
	16243	Villaescusa de Haro	4	20	24	120.27	89.15	209.42	9,312.69	
	16244	Villagarcía del Llano	0	0	0	0	0	0	11,677.32	
	16245	Villalba de la Sierra	0	14	14	4.9	2.77	7.67	4,092.13	
	16246	Villalba del Rey	4	10	14	4.02	55.99	60.01	9,499.69	
	16247	Villalgordo del Marquesado	1	0	1	0	0.1	0.1	3,027.48	
	16248	Villalpardo	2	9	11	0.78	5.3	6.08	3,147.29	
	16249	Villamayor de Santiago	3	11	14	6.01	10.52	16.53	18,102.08	
	16250	Villanueva de Guadamejud	1	3	4	0	7.3	7.3	3,058.90	
	16251	Villanueva de la Jara	6	10	16	3.82	2.54	6.36	15,597.16	
	16253	Villar de Cañas	1	9	10	2.86	9.21	12.07	7,030.99	
	16254	Villar de Domingo García	7	10	17	1.98	5.69	7.67	7,677.36	
	16255	Villar de la Encina	4	5	9	0.5	5.17	5.67	4,915.31	
	16258	Villar del Humo	1	16	17	10.05	11.7	21.75	14,997.80	
	16259	Villar del Infantado	0	0	0	0	0	0	2,174.77	
	16263	Villar de Olalla	13	23	36	32.96	6.22	39.18	15,796.81	
	16264	Villarejo de Fuentes	3	9	12	1.11	27.31	28.42	12,825.61	
	16265	Villarejo de la Peñuela	4	2	6	7.17	0.42	7.59	1,301.10	
	16266	Villarejo-Periesteban	0	0	0	0	0	0	3,340.42	
	16269	Villares del Saz	3	0	3	0	1.03	1.03	7,010.70	
	16270	Villarrubio	1	0	1	0.77	0	0.77	2,823.31	
	16271	Villarta	1	6	7	2.24	0.99	3.23	2,560.37	
	16272	Villas de la Ventosa	4	13	17	6.51	20.4	26.91	14,499.84	
	16273	Villaverde y Pasaconsol	1	0	1	0.03	0	0.03	2,118.98	
	16274	Víllora	3	10	13	12.43	25.33	37.76	6,887.38	
	16275	Vindel	0	5	5	10.57	1.02	11.59	2,523.36	
	16276	Yémeda	3	0	3	0.65	0.01	0.66	2,882.11	
	16277	Zafra de Záncara	1	7	8	7.5	122.81	130.31	7,866.00	
	16278	Zafrilla	4	0	4	0.82	0	0.82	10,613.75	
	16279	Zarza de Tajo	5	13	18	55.4	11.82	67.22	4,578.73	
	16280	Zarzuela	9	0	9	0.78	0.02	0.8	4,030.39	
	16901	Campos del Paraíso	2	14	16	5.32	21.69	27.01	21,672.37	
	16902	Valdetórtola	2	14	16	261.77	206.21	467.98	10,314.00	
	16903	Las Valeras	8	9	17	2	3.11	5.11	11,288.30	
	16904	Fuentenava de Jábaga	10	19	29	11.09	5.21	16.3	13,299.46	
	16905	Arcas	2	10	12	5.02	18.94	23.96	8,142.33	
	16906	Los Valdecolmenas	1	7	8	1.4	4.68	6.08	3,128.67	
	16908	Pozorrubielos de la Mancha	1	6	7	1.51	2.2	3.71	7,353.34	
	16909	Sotorribas	10	10	20	1.06	6.29	7.35	14,915.34	
	16910	Villar y Velasco	4	1	5	0.74	3.89	4.63	6,172.26	
Total Cuenca									1,712,891.87	
Gipuzkoa	20001	Abaltzisketa	2	1	3	1.92	0.3	2.22	1,117.10	
	20002	Aduna	1	0	1	0	0.1	0.1	694.66	
	20003	Aizarnazabal	0	1	1	19	24.41	43.41	654.17	
	20004	Albiztur	1	0	1	0.7	0	0.7	1,302.52	
	20005	Alegia	1	0	1	0.1	0	0.1	767.90	
	20006	Alkiza	0	1	1	2	3.22	5.22	1,192.15	
	20007	Altzo	0	5	5	1.2	1.35	2.55	976.64	
	20008	Amezketa	2	5	7	7.4	0.7	8.1	2,056.16	
	20009	Andoain	1	10	11	78.89	114.44	193.33	2,715.25	
	20010	Anoeta	0	1	1	0	1	1	412.81	
	20011	Antzuola	1	4	5	11.41	2.25	13.66	2,770.69	
	20012	Arama	0	0	0	0	0	0	132.05	
	20013	Aretxabaleta	0	9	9	16.81	40.92	57.73	2,910.53	
	20014	Asteasu	2	9	11	17.9	30.99	48.89	1,674.75	
	20015	Ataun	2	11	13	13.18	9.5	22.68	5,869.10	
	20016	Aia	1	13	14	60.15	15.91	76.06	5,520.90	
	20017	Azkoitia	4	7	11	8.24	2.03	10.27	5,467.33	
	20018	Azpeitia	2	9	11	65.95	64.64	130.59	6,933.90	
	20019	Beasain	2	4	6	6.08	0.7	6.78	2,997.02	
	20020	Beizama	1	5	6	1.6	1.29	2.89	1,654.01	
